Familiarity Values from the MRC Psycholinguistic Database
Letters,Familiarity,Words
9,515,EXPANSION
10,435,EXPEDITION
9,633,EXPENSIVE
10,604,EXPERIENCE
10,604,EXPERIENCE
11,553,EXPLANATION
11,467,EXPLORATION
6,446,EXPOSE
6,446,EXPOSE
8,538,EXPOSURE
7,530,EXPRESS
7,530,EXPRESS
7,530,EXPRESS
7,530,EXPRESS
10,527,EXPRESSION
9,403,EXPULSION
9,468,EXTENSIVE
6,510,EXTENT
6,510,EXTENT
8,454,EXTERIOR
8,454,EXTERIOR
13,346,EXTERMINATION
5,570,EXTRA
5,570,EXTRA
5,570,EXTRA
5,570,EXTRA
11,484,EXTRAVAGANT
11,484,EXTRAVAGANT
7,557,EXTREME
7,557,EXTREME
7,557,EXTREME
9,374,EXUBERANT
3,611,EYE
3,611,EYE
5,270,EYRIE
5,477,FABLE
5,477,FABLE
6,477,FABRIC
6,477,FABRIC
4,612,FACE
4,612,FACE
8,483,FACILITY
4,593,FACT
6,499,FACTOR
6,499,FACTOR
7,562,FACTORY
7,562,FACTORY
4,568,FAIL
4,568,FAIL
7,511,FAILING
7,511,FAILING
7,511,FAILING
7,511,FAILING
7,542,FAILURE
5,516,FAINT
5,516,FAINT
5,516,FAINT
4,573,FAIR
4,573,FAIR
4,573,FAIR
4,573,FAIR
5,471,FAIRY
5,471,FAIRY
8,168,FALCONER
4,572,FALL
4,572,FALL
7,379,FALLACY
7,527,FALLING
7,527,FALLING
5,603,FALSE
5,603,FALSE
5,603,FALSE
9,348,FALSEHOOD
6,607,FAMILY
6,444,FAMINE
6,444,FAMINE
6,556,FAMOUS
6,556,FAMOUS
3,520,FAN
3,520,FAN
5,537,FANCY
5,537,FANCY
5,537,FANCY
4,225,FANE
4,450,FANG
4,450,FANG
7,499,FANTASY
7,499,FANTASY
3,587,FAR
3,587,FAR
3,587,FAR
3,587,FAR
4,482,FARE
4,482,FARE
8,436,FAREWELL
8,436,FAREWELL
8,436,FAREWELL
8,436,FAREWELL
8,436,FAREWELL
4,564,FARM
4,564,FARM
8,443,FARMYARD
7,539,FARTHER
7,539,FARTHER
7,539,FARTHER
8,226,FARTHING
7,548,FASHION
7,548,FASHION
4,600,FAST
4,600,FAST
4,600,FAST
4,600,FAST
6,580,FASTER
6,580,FASTER
3,609,FAT
3,609,FAT
3,609,FAT
4,502,FATE
4,502,FATE
6,591,FATHER
6,591,FATHER
10,286,FATHERLAND
7,499,FATIGUE
7,499,FATIGUE
5,541,FAULT
5,541,FAULT
9,594,FAVOURITE
9,594,FAVOURITE
4,433,FAWN
4,433,FAWN
4,433,FAWN
4,323,FAZE
4,569,FEAR
4,569,FEAR
5,457,FEAST
5,457,FEAST
4,449,FEAT
4,449,FEAT
4,449,FEAT
4,449,FEAT
7,485,FEATHER
7,485,FEATHER
7,485,FEATHER
3,515,FEE
3,515,FEE
6,421,FEEBLE
6,421,FEEBLE
6,421,FEEBLE
4,588,FEEL
4,588,FEEL
7,612,FEELING
7,612,FEELING
7,612,FEELING
7,612,FEELING
4,611,FEET
4,611,FEET
5,234,FEINT
5,234,FEINT
5,234,FEINT
6,277,FELINE
6,277,FELINE
4,546,FELL
4,546,FELL
4,546,FELL
4,546,FELL
4,546,FELL
6,475,FELLOW
6,475,FELLOW
4,504,FELT
4,504,FELT
4,504,FELT
5,526,FENCE
5,526,FENCE
7,395,FENCING
7,395,FENCING
7,395,FENCING
5,458,FERRY
5,458,FERRY
7,502,FERTILE
7,349,FERVOUR
9,411,FESTIVITY
6,337,FETISH
6,337,FETISH
5,408,FETUS
6,373,FEUDAL
9,381,FEUDALISM
5,454,FEVER
5,454,FEVER
3,593,FEW
3,593,FEW
6,465,FIDDLE
6,465,FIDDLE
7,449,FIDGETY
7,365,FIELDER
7,539,FIFTEEN
7,539,FIFTEEN
5,561,FIGHT
5,561,FIGHT
7,408,FIGMENT
6,534,FIGURE
6,534,FIGURE
4,504,FILE
4,504,FILE
4,521,FILL
4,521,FILL
7,562,FILLING
7,562,FILLING
7,562,FILLING
4,578,FILM
4,578,FILM
6,489,FILTER
6,489,FILTER
5,492,FILTH
5,574,FINAL
5,574,FINAL
7,515,FINANCE
7,515,FINANCE
4,580,FIND
4,580,FIND
4,560,FINE
4,560,FINE
4,560,FINE
4,560,FINE
6,617,FINISH
6,617,FINISH
8,600,FINISHED
8,600,FINISHED
8,600,FINISHED
6,470,FINITE
6,470,FINITE
6,470,FINITE
5,313,FIORD
3,407,FIR
4,580,FIRE
4,580,FIRE
7,504,FIREMAN
9,529,FIREPLACE
8,444,FIREWOOD
4,567,FIRM
4,567,FIRM
4,567,FIRM
4,567,FIRM
9,231,FIRMAMENT
5,590,FIRST
5,590,FIRST
5,590,FIRST
5,590,FIRST
4,548,FISH
4,548,FISH
9,471,FISHERMAN
7,532,FISHING
7,532,FISHING
7,532,FISHING
7,285,FISSURE
7,285,FISSURE
4,553,FIVE
4,553,FIVE
4,553,FIVE
5,573,FIXED
5,573,FIXED
5,573,FIXED
5,573,FIXED
4,545,FLAG
4,545,FLAG
4,545,FLAG
4,545,FLAG
5,489,FLAIR
5,551,FLAME
5,551,FLAME
7,466,FLAMING
7,466,FLAMING
7,466,FLAMING
7,499,FLANNEL
7,499,FLANNEL
7,499,FLANNEL
5,508,FLARE
5,508,FLARE
5,509,FLASH
5,509,FLASH
5,509,FLASH
10,499,FLASHLIGHT
5,401,FLASK
5,401,FLASK
7,538,FLAVOUR
7,538,FLAVOUR
4,341,FLAX
4,515,FLEA
4,515,FLEA
4,486,FLEE
6,410,FLEECE
6,410,FLEECE
5,465,FLEET
5,465,FLEET
5,465,FLEET
5,483,FLESH
5,483,FLESH
11,455,FLEXIBILITY
7,470,FLICKER
7,470,FLICKER
7,341,FLIGHTY
8,341,FLIPPANT
5,553,FLOAT
5,553,FLOAT
5,434,FLOCK
5,434,FLOCK
5,523,FLOOD
5,523,FLOOD
5,551,FLOOR
5,551,FLOOR
5,338,FLORA
8,415,FLOURISH
8,415,FLOURISH
4,518,FLOW
4,518,FLOW
6,566,FLOWER
6,566,FLOWER
4,301,FLUE
5,507,FLUSH
5,507,FLUSH
5,507,FLUSH
5,507,FLUSH
5,496,FLUTE
5,496,FLUTE
7,394,FLUTTER
7,394,FLUTTER
3,537,FLY
3,537,FLY
3,537,FLY
3,537,FLY
5,433,FLYER
4,338,FOAL
4,338,FOAL
4,462,FOAM
4,462,FOAM
3,344,FOE
3,344,FOE
3,344,FOE
3,344,FOE
3,546,FOG
3,546,FOG
6,162,FOIBLE
6,162,FOIBLE
4,516,FOIL
4,516,FOIL
9,551,FOLLOWING
9,551,FOLLOWING
9,551,FOLLOWING
9,551,FOLLOWING
5,414,FOLLY
5,414,FOLLY
4,556,FOND
4,556,FOND
4,556,FOND
4,556,FOND
4,338,FONT
4,579,FOOD
4,579,FOOD
4,551,FOOL
4,551,FOOL
4,551,FOOL
7,544,FOOLISH
4,583,FOOT
4,583,FOOT
8,565,FOOTBALL
8,565,FOOTBALL
8,517,FOOTSTEP
8,464,FOOTWEAR
3,603,FOR
3,603,FOR
7,349,FORBADE
6,505,FORBID
6,505,FORBID
6,505,FORBID
5,552,FORCE
5,552,FORCE
7,402,FORCEPS
7,402,FORCEPS
7,402,FORCEPS
4,414,FORE
4,414,FORE
4,414,FORE
4,414,FORE
4,414,FORE
7,474,FOREARM
7,474,FOREARM
8,524,FORECAST
8,524,FORECAST
8,524,FORECAST
8,521,FOREHEAD
7,539,FOREIGN
7,539,FOREIGN
7,539,FOREIGN
9,499,FOREIGNER
8,353,FORELOCK
8,353,FORELOCK
6,513,FOREST
11,331,FORETHOUGHT
7,380,FORFEIT
7,380,FORFEIT
7,380,FORFEIT
9,551,FORGETFUL
4,584,FORK
4,584,FORK
4,553,FORM
4,553,FORM
12,363,FORMALDEHYDE
6,493,FORMAT
9,471,FORMATION
6,523,FORMER
6,523,FORMER
4,418,FORT
4,418,FORT
5,474,FORTH
5,474,FORTH
5,474,FORTH
13,356,FORTIFICATION
7,497,FORTUNE
7,497,FORTUNE
7,596,FORWARD
7,596,FORWARD
7,596,FORWARD
7,596,FORWARD
4,483,FOUL
4,483,FOUL
4,483,FOUL
4,483,FOUL
10,475,FOUNDATION
7,387,FOUNDER
7,387,FOUNDER
8,469,FOUNTAIN
4,553,FOUR
4,553,FOUR
6,549,FOURTH
6,549,FOURTH
4,452,FOWL
4,452,FOWL
4,452,FOWL
3,501,FOX
3,501,FOX
7,403,FOXTROT
5,459,FRAIL
5,459,FRAIL
5,494,FRAME
5,494,FRAME
5,388,FRANC
9,313,FRANCHISE
9,313,FRANCHISE
9,313,FRANCHISE
5,500,FRANK
5,500,FRANK
5,500,FRANK
7,456,FRANTIC
7,456,FRANTIC
9,416,FRATERNAL
10,510,FRATERNITY
5,447,FRAUD
4,607,FREE
4,607,FREE
4,607,FREE
4,607,FREE
7,568,FREEDOM
6,586,FREELY
6,563,FREEZE
6,563,FREEZE
7,425,FREIGHT
7,425,FREIGHT
7,425,FREIGHT
6,409,FRENZY
6,409,FRENZY
6,409,FRENZY
5,576,FRESH
5,576,FRESH
5,576,FRESH
5,576,FRESH
5,343,FRIAR
8,499,FRICTION
8,499,FRICTION
6,603,FRIEND
6,603,FRIEND
6,603,FRIEND
8,604,FRIENDLY
8,604,FRIENDLY
8,604,FRIENDLY
10,567,FRIENDSHIP
6,296,FRIEZE
6,296,FRIEZE
6,466,FRIGID
5,379,FRILL
5,379,FRILL
9,403,FRIVOLOUS
9,403,FRIVOLOUS
5,323,FROCK
5,323,FROCK
4,507,FROG
4,507,FROG
4,612,FROM
4,612,FROM
4,612,FROM
5,570,FRONT
5,570,FRONT
5,570,FRONT
8,329,FRONTAGE
5,546,FROST
5,546,FROST
5,502,FROWN
5,502,FROWN
6,314,FRUGAL
5,590,FRUIT
5,590,FRUIT
9,529,FRUSTRATE
9,529,FRUSTRATE
5,477,FUDGE
5,477,FUDGE
5,477,FUDGE
4,534,FUEL
4,534,FUEL
4,594,FULL
4,594,FULL
4,594,FULL
4,594,FULL
8,446,FULLNESS
3,621,FUN
3,621,FUN
8,518,FUNCTION
8,518,FUNCTION
10,508,FUNCTIONAL
11,330,FUNCTIONARY
11,330,FUNCTIONARY
5,617,FUNNY
3,530,FUR
3,530,FUR
3,530,FUR
3,530,FUR
7,406,FURNACE
7,406,FURNACE
9,580,FURNITURE
7,578,FURTHER
7,578,FURTHER
7,578,FURTHER
4,443,FURY
4,443,FURY
4,449,FUSE
4,449,FUSE
8,289,FUSELAGE
5,441,FUSSY
6,612,FUTURE
6,612,FUTURE
6,612,FUTURE
5,482,FUZZY
9,277,GABARDINE
5,355,GABLE
5,355,GABLE
5,355,GABLE
6,158,GADFLY
5,87,GADID
6,464,GAIETY
4,543,GAIN
4,543,GAIN
4,543,GAIN
4,369,GAIT
6,423,GALAXY
6,423,GALAXY
7,429,GALLANT
7,429,GALLANT
7,429,GALLANT
7,429,GALLANT
7,479,GALLERY
7,479,GALLERY
7,479,GALLERY
6,519,GALLON
4,574,GAME
4,574,GAME
4,574,GAME
4,574,GAME
4,515,GANG
4,515,GANG
7,554,GARBAGE
7,554,GARBAGE
6,567,GARDEN
6,567,GARDEN
8,472,GARDENIA
6,509,GARLIC
7,440,GARMENT
7,440,GARMENT
6,176,GARRET
6,176,GARRET
3,558,GAS
3,558,GAS
6,428,GASKET
6,428,GASKET
4,457,GASP
4,457,GASP
4,540,GATE
4,540,GATE
5,380,GAUDY
5,380,GAUDY
5,380,GAUDY
8,269,GAUNTLET
8,269,GAUNTLET
5,383,GAVEL
5,383,GAVEL
5,383,GAVEL
4,437,GEAR
4,437,GEAR
4,437,GEAR
5,421,GEESE
5,421,GEESE
3,457,GEM
3,457,GEM
6,450,GENDER
6,450,GENDER
7,568,GENERAL
7,568,GENERAL
10,520,GENERATION
8,538,GENEROUS
6,476,GENIUS
6,570,GENTLE
6,570,GENTLE
6,570,GENTLE
9,537,GENTLEMAN
6,309,GENTRY
7,503,GENUINE
12,501,GEOGRAPHICAL
9,495,GEOGRAPHY
4,523,GERM
4,523,GERM
7,477,GESTURE
7,477,GESTURE
3,604,GET
3,604,GET
5,505,GHOST
5,505,GHOST
5,469,GIANT
5,469,GIANT
5,338,GIDDY
5,338,GIDDY
4,566,GIFT
4,566,GIFT
3,425,GIG
3,425,GIG
4,316,GILT
4,316,GILT
4,316,GILT
4,316,GILT
3,521,GIN
3,521,GIN
3,521,GIN
3,521,GIN
6,455,GINGER
6,455,GINGER
6,455,GINGER
11,427,GINGERBREAD
7,203,GINGHAM
7,203,GINGHAM
7,381,GIRAFFE
6,488,GIRDLE
6,488,GIRDLE
4,645,GIRL
4,645,GIRL
4,322,GIST
4,322,GIST
4,595,GIVE
4,595,GIVE
5,416,GIVER
7,409,GLACIER
4,564,GLAD
4,564,GLAD
4,564,GLAD
4,564,GLAD
5,458,GLARE
5,458,GLARE
5,458,GLARE
5,611,GLASS
5,611,GLASS
5,456,GLEAM
5,456,GLEAM
7,469,GLIMPSE
7,469,GLIMPSE
7,440,GLITTER
7,440,GLITTER
5,477,GLOBE
5,477,GLOBE
5,475,GLOOM
5,475,GLOOM
6,487,GLOOMY
5,493,GLORY
5,493,GLORY
5,575,GLOVE
5,575,GLOVE
4,354,GLUM
4,354,GLUM
4,354,GLUM
4,353,GLUT
4,353,GLUT
7,430,GLUTTON
7,430,GLUTTON
7,430,GLUTTON
4,440,GNAT
3,226,GNU
2,618,GO
2,618,GO
4,554,GOAL
4,469,GOAT
6,306,GOBLET
3,567,GOD
3,567,GOD
7,372,GODDESS
7,272,GODHEAD
4,550,GOLD
4,550,GOLD
6,489,GOLDEN
6,489,GOLDEN
4,503,GOLF
4,503,GOLF
7,291,GONDOLA
4,546,GONE
4,546,GONE
4,546,GONE
4,621,GOOD
4,621,GOOD
4,621,GOOD
4,621,GOOD
12,517,GOOD-NATURED
12,517,GOOD-NATURED
8,509,GOODNESS
4,513,GOOF
4,513,GOOF
5,103,GORAL
4,322,GORE
4,322,GORE
7,554,GORILLA
6,437,GOSPEL
6,437,GOSPEL
6,437,GOSPEL
3,565,GOT
3,565,GOT
3,565,GOT
10,594,GOVERNMENT
4,515,GOWN
4,515,GOWN
4,515,GOWN
5,478,GRACE
5,478,GRACE
8,513,GRACEFUL
8,433,GRACIOUS
5,533,GRADE
5,533,GRADE
5,533,GRADE
8,520,GRADUATE
8,520,GRADUATE
8,520,GRADUATE
8,520,GRADUATE
8,520,GRADUATE
10,568,GRADUATION
10,568,GRADUATION
5,423,GRAFT
5,423,GRAFT
8,159,GRAMERCY
7,531,GRAMMAR
7,531,GRAMMAR
11,471,GRANDFATHER
11,471,GRANDFATHER
11,522,GRANDMOTHER
11,522,GRANDMOTHER
11,522,GRANDMOTHER
6,471,GRANNY
8,423,GRANULAR
5,532,GRAPE
5,524,GRAPH
5,524,GRAPH
7,368,GRAPHIC
8,335,GRAPHITE
5,587,GRASS
5,587,GRASS
11,507,GRASSHOPPER
5,431,GRATE
5,431,GRATE
5,431,GRATE
9,458,GRATITUDE
5,501,GRAVE
5,501,GRAVE
5,501,GRAVE
5,501,GRAVE
6,502,GRAVEL
6,502,GRAVEL
7,493,GRAVITY
5,522,GRAVY
5,522,GRAVY
4,531,GRAY
4,531,GRAY
4,531,GRAY
5,453,GRAZE
5,453,GRAZE
5,588,GREAT
5,588,GREAT
5,588,GREAT
7,570,GREATLY
5,494,GREED
8,431,GREEDILY
6,509,GREEDY
5,583,GREEN
5,583,GREEN
5,583,GREEN
9,369,GREENNESS
10,242,GREGARIOUS
5,505,GRIEF
9,434,GRIEVANCE
5,486,GRIND
5,486,GRIND
4,523,GRIP
4,523,GRIP
6,395,GRISLY
6,395,GRISLY
6,395,GRISLY
7,471,GRIZZLY
7,471,GRIZZLY
5,508,GROAN
5,508,GROAN
6,519,GROCER
5,486,GROIN
5,486,GROIN
6,574,GROUND
6,574,GROUND
6,574,GROUND
6,574,GROUND
6,574,GROUND
5,553,GROUP
5,553,GROUP
5,374,GROVE
5,374,GROVE
4,562,GROW
5,552,GROWN
6,560,GROWTH
6,510,GRUDGE
6,510,GRUDGE
5,504,GUARD
5,504,GUARD
5,585,GUESS
5,585,GUESS
5,585,GUESS
5,560,GUEST
5,560,GUEST
5,524,GUIDE
5,524,GUIDE
5,559,GUILT
5,559,GUILT
6,550,GUITAR
6,550,GUITAR
4,406,GULF
4,406,GULF
6,278,GULLET
8,496,GULLIBLE
3,519,GUN
3,519,GUN
4,383,GUSH
4,383,GUSH
4,415,GUST
4,415,GUST
6,467,GUTTER
6,467,GUTTER
6,467,GUTTER
3,550,GUY
3,550,GUY
4,136,GYBE
4,136,GYBE
3,547,GYM
10,437,GYMNASTICS
5,583,HABIT
5,583,HABIT
10,394,HABITATION
8,427,HABITUAL
8,427,HABITUAL
3,570,HAD
3,570,HAD
3,570,HAD
7,475,HADDOCK
4,440,HAIL
4,440,HAIL
4,440,HAIL
4,440,HAIL
9,448,HAILSTONE
4,575,HAIR
4,575,HAIR
7,441,HAIRPIN
4,370,HALE
4,370,HALE
4,370,HALE
4,370,HALE
4,610,HALF
4,610,HALF
4,610,HALF
4,610,HALF
4,592,HALL
4,465,HALT
4,465,HALT
4,465,HALT
6,374,HALTER
6,374,HALTER
5,459,HALVE
3,536,HAM
3,536,HAM
6,396,HAMLET
6,515,HAMMER
6,515,HAMMER
7,467,HAMSTER
4,601,HAND
4,601,HAND
7,548,HANDFUL
12,551,HANDKERCHIEF
8,277,HANDMAID
4,514,HANG
4,514,HANG
4,290,HANK
4,290,HANK
9,413,HAPHAZARD
9,413,HAPHAZARD
9,413,HAPHAZARD
7,550,HAPPILY
9,581,HAPPINESS
5,621,HAPPY
5,621,HAPPY
6,448,HARBOR
7,512,HARBOUR
7,512,HARBOUR
4,595,HARD
4,595,HARD
4,595,HARD
4,595,HARD
6,500,HARDLY
8,480,HARDSHIP
8,496,HARDWARE
8,496,HARDWARE
8,433,HARDWOOD
8,433,HARDWOOD
4,460,HARE
4,460,HARE
5,377,HAREM
4,536,HARM
4,536,HARM
7,534,HARMONY
7,421,HARNESS
7,421,HARNESS
4,430,HARP
4,430,HARP
7,423,HARPOON
7,423,HARPOON
11,301,HARPSICHORD
11,301,HARPSICHORD
5,509,HARSH
7,466,HARVEST
7,466,HARVEST
7,466,HARVEST
3,585,HAS
5,409,HASTE
5,409,HASTE
5,494,HASTY
3,580,HAT
3,580,HAT
3,580,HAT
7,467,HATCHET
4,552,HATE
4,552,HATE
6,544,HATRED
4,454,HAUL
4,454,HAUL
4,597,HAVE
4,597,HAVE
5,462,HAVOC
5,462,HAVOC
4,504,HAWK
4,504,HAWK
3,486,HAY
3,486,HAY
3,486,HAY
6,506,HAZARD
6,506,HAZARD
6,506,HAZARD
4,484,HAZE
4,484,HAZE
2,604,HE
2,604,HE
2,604,HE
2,604,HE
2,604,HE
4,611,HEAD
4,611,HEAD
4,611,HEAD
12,429,HEADQUARTERS
12,429,HEADQUARTERS
10,427,HEADSTRONG
4,536,HEAL
4,536,HEAL
6,577,HEALTH
4,519,HEAP
4,519,HEAP
4,519,HEAP
4,602,HEAR
4,602,HEAR
7,576,HEARING
7,576,HEARING
7,576,HEARING
5,578,HEART
5,578,HEART
9,529,HEARTLESS
4,580,HEAT
4,580,HEAT
6,536,HEAVEN
6,536,HEAVEN
6,536,HEAVEN
6,536,HEAVEN
5,581,HEAVY
5,581,HEAVY
5,581,HEAVY
5,581,HEAVY
6,387,HECTIC
6,387,HECTIC
5,487,HEDGE
5,487,HEDGE
5,487,HEDGE
4,524,HEEL
4,524,HEEL
6,590,HEIGHT
6,590,HEIGHT
4,453,HEIR
4,453,HEIR
4,564,HELL
4,564,HELL
6,528,HELMET
6,528,HELMET
4,594,HELP
4,594,HELP
7,542,HELPFUL
3,461,HEN
3,461,HEN
3,461,HEN
8,273,HENCHMAN
3,569,HER
4,514,HERB
4,514,HERB
4,436,HERD
4,436,HERD
8,356,HERDSMAN
4,599,HERE
4,599,HERE
8,507,HEREDITY
6,334,HERESY
6,407,HERMIT
4,510,HERO
4,510,HERO
6,514,HEROIN
7,438,HEROISM
7,425,HERRING
8,450,HESITANT
8,545,HESITATE
10,484,HESITATION
7,387,HEXAGON
7,387,HEXAGON
6,523,HIDDEN
6,523,HIDDEN
6,523,HIDDEN
4,515,HIDE
4,515,HIDE
9,409,HIERARCHY
4,612,HIGH
4,612,HIGH
4,612,HIGH
4,612,HIGH
6,574,HIGHER
6,574,HIGHER
6,574,HIGHER
6,574,HIGHER
7,488,HIGHWAY
7,488,HIGHWAY
4,585,HILL
4,585,HILL
3,613,HIM
3,613,HIM
7,569,HIMSELF
7,569,HIMSELF
4,416,HIND
4,416,HIND
9,340,HINDRANCE
9,340,HINDRANCE
4,555,HINT
4,555,HINT
3,614,HIS
3,614,HIS
3,614,HIS
7,564,HISTORY
7,564,HISTORY
4,386,HIVE
4,386,HIVE
6,451,HOARSE
6,451,HOARSE
5,518,HOBBY
5,518,HOBBY
6,514,HOCKEY
6,514,HOCKEY
3,489,HOE
3,489,HOE
3,528,HOG
3,528,HOG
4,596,HOLD
4,596,HOLD
4,545,HOLE
4,545,HOLE
4,545,HOLE
7,585,HOLIDAY
7,585,HOLIDAY
7,585,HOLIDAY
6,520,HOLLOW
6,520,HOLLOW
6,520,HOLLOW
6,520,HOLLOW
4,626,HOME
4,626,HOME
4,626,HOME
4,626,HOME
8,429,HOMICIDE
8,429,HOMICIDE
8,429,HOMICIDE
6,607,HONEST
6,607,HONEST
6,607,HONEST
7,578,HONESTY
5,533,HONEY
5,533,HONEY
5,533,HONEY
9,405,HONEYCOMB
9,405,HONEYCOMB
9,405,HONEYCOMB
9,541,HONEYMOON
9,541,HONEYMOON
6,523,HONOUR
6,523,HONOUR
4,510,HOOD
4,510,HOOD
4,401,HOOF
4,401,HOOF
4,497,HOOK
4,497,HOOK
3,432,HOP
3,432,HOP
3,432,HOP
4,561,HOPE
4,561,HOPE
10,528,HORIZONTAL
10,528,HORIZONTAL
4,498,HORN
4,498,HORN
6,501,HORROR
5,560,HORSE
5,560,HORSE
9,338,HORSEHAIR
9,338,HORSEHAIR
9,419,HORSESHOE
9,419,HORSESHOE
4,449,HOSE
4,449,HOSE
4,449,HOSE
8,548,HOSPITAL
8,548,HOSPITAL
7,448,HOSTAGE
7,448,HOSTAGE
7,493,HOSTILE
7,493,HOSTILE
9,472,HOSTILITY
3,607,HOT
3,607,HOT
3,607,HOT
3,607,HOT
3,607,HOT
3,607,HOT
5,565,HOTEL
5,433,HOUND
5,433,HOUND
5,433,HOUND
4,608,HOUR
5,600,HOUSE
5,600,HOUSE
9,504,HOUSEHOLD
9,504,HOUSEHOLD
3,593,HOW
3,593,HOW
3,593,HOW
7,552,HOWEVER
4,447,HOWL
4,447,HOWL
6,359,HOWLER
3,404,HUE
3,404,HUE
5,596,HUMAN
5,596,HUMAN
6,508,HUMANE
8,526,HUMANITY
9,351,HUMANKIND
6,519,HUMBLE
6,519,HUMBLE
11,501,HUMILIATION
7,509,HUMMING
7,509,HUMMING
8,550,HUMOROUS
6,555,HUMOUR
6,555,HUMOUR
4,439,HUMP
4,439,HUMP
4,439,HUMP
6,584,HUNGER
6,584,HUNGER
6,591,HUNGRY
4,523,HUNT
4,523,HUNT
6,428,HUNTER
6,428,HUNTER
6,437,HURDLE
6,437,HURDLE
6,379,HURLED
6,379,HURLED
6,379,HURLED
9,471,HURRICANE
9,471,HURRICANE
4,579,HURT
4,579,HURT
4,579,HURT
7,557,HUSBAND
7,557,HUSBAND
4,415,HUSH
4,415,HUSH
4,415,HUSH
4,415,HUSH
3,486,HUT
3,486,HUT
5,131,HUZZA
5,131,HUZZA
5,131,HUZZA
6,358,HYBRID
6,358,HYBRID
7,493,HYGIENE
4,434,HYMN
4,434,HYMN
8,467,HYPNOTIC
8,467,HYPNOTIC
10,459,HYPOTHESIS
6,81,HYSSOP
1,628,I
1,628,I
3,564,ICE
3,564,ICE
3,564,ICE
7,406,ICEBERG
6,485,ICICLE
4,585,IDEA
5,521,IDEAL
5,521,IDEAL
10,494,IDEALISTIC
14,451,IDENTIFICATION
5,420,IDIOM
4,497,IDLE
4,497,IDLE
4,497,IDLE
4,497,IDLE
8,414,IDLENESS
2,607,IF
2,607,IF
8,483,IGNITION
9,558,IGNORANCE
6,514,IGNORE
10,413,ILLITERACY
8,464,ILLUSION
11,570,IMAGINATION
11,498,IMAGINATIVE
11,498,IMAGINATIVE
7,504,IMITATE
8,383,IMITATOR
8,558,IMMATURE
7,472,IMMENSE
7,472,IMMENSE
9,388,IMMENSITY
11,424,IMMORTALITY
8,431,IMMUNITY
6,464,IMPACT
6,464,IMPACT
6,464,IMPACT
6,464,IMPACT
9,451,IMPARTIAL
10,530,IMPATIENCE
10,364,IMPEDIMENT
10,364,IMPEDIMENT
12,414,IMPERFECTION
13,414,IMPERSONATION
9,356,IMPETUOUS
7,353,IMPETUS
6,511,IMPORT
6,511,IMPORT
6,511,IMPORT
10,575,IMPORTANCE
9,624,IMPORTANT
13,547,IMPOSSIBILITY
10,565,IMPOSSIBLE
10,565,IMPOSSIBLE
9,397,IMPOTENCY
10,554,IMPRESSION
10,554,IMPRESSION
7,439,IMPRINT
7,439,IMPRINT
11,269,IMPROPRIETY
7,578,IMPROVE
11,564,IMPROVEMENT
8,374,IMPUDENT
8,374,IMPUDENT
7,474,IMPULSE
7,474,IMPULSE
9,489,IMPULSIVE
9,489,IMPULSIVE
8,254,IMPUNITY
2,616,IN
2,616,IN
2,616,IN
2,616,IN
2,616,IN
2,616,IN
10,497,INACCURATE
8,327,INACTION
10,497,INADEQUATE
9,411,INANIMATE
9,411,INANIMATE
9,411,INANIMATE
7,137,INANITY
12,311,INAUGURATION
12,311,INAUGURATION
11,257,INCANTATION
9,485,INCAPABLE
9,485,INCAPABLE
7,504,INCENSE
7,504,INCENSE
4,583,INCH
4,583,INCH
4,583,INCH
8,497,INCIDENT
8,497,INCIDENT
6,345,INCISE
10,172,INCLEMENCY
7,467,INCLINE
7,467,INCLINE
6,521,INCOME
6,521,INCOME
11,503,INCOMPETENT
11,503,INCOMPETENT
11,306,INCONGRUITY
9,564,INCORRECT
8,590,INCREASE
8,590,INCREASE
11,351,INCREDULITY
11,351,INCREDULITY
9,262,INCREMENT
9,277,INCURSION
10,438,INDECISIVE
12,543,INDEPENDENCE
12,543,INDEPENDENCE
11,523,INDEPENDENT
11,523,INDEPENDENT
6,546,INDIAN
6,546,INDIAN
10,500,INDICATION
11,502,INDIFFERENT
11,502,INDIFFERENT
11,502,INDIFFERENT
10,330,INDIGENOUS
12,384,INDISCRETION
10,586,INDIVIDUAL
10,586,INDIVIDUAL
9,283,INDOLENCE
6,448,INDUCE
10,323,INDUCEMENT
9,413,INDULGENT
11,458,INDUSTRIOUS
8,559,INDUSTRY
9,164,INEBRIETY
12,465,INEFFICIENCY
12,473,INEXPERIENCE
13,332,INFALLIBILITY
6,513,INFANT
6,513,INFANT
6,513,INFANT
9,407,INFANTILE
8,351,INFANTRY
8,351,INFANTRY
9,471,INFECTION
8,547,INFERIOR
8,547,INFERIOR
7,401,INFERNO
8,514,INFINITE
8,514,INFINITE
8,514,INFINITE
8,485,INFINITY
9,437,INFIRMARY
9,539,INFLUENCE
9,539,INFLUENCE
11,590,INFORMATION
12,361,INFRINGEMENT
11,366,INGRATITUDE
10,469,INHABITANT
10,469,INHABITANT
6,516,INHALE
10,476,INHIBITION
10,389,INITIATION
10,480,INITIATIVE
10,480,INITIATIVE
6,568,INJURY
6,568,INJURY
3,542,INK
3,542,INK
3,440,INN
3,440,INN
3,440,INN
3,440,INN
3,440,INN
6,451,INNATE
6,451,INNATE
9,522,INNOCENCE
11,364,INOCULATION
